Nom,Link,Pagina,Imatge,Dificultat,Temps,Dieta,Ingredients,Preparacio,Tags
Sopa de pa amb mandonguilles,https://www.3cat.cat/tv3/cuines/recepta/sopa-de-pa-amb-mandonguilles/41756/,27,https://img.3cat.cat/multimedia/jpg/8/2/1694506901928_326.jpg,Baixa,Menys d'una hora,,"[""200 g de mandonguilles80 g de pa sec sense crosta5 grans d'allFarinaFarigolaOli OVESal"", '200 g de mandonguilles', '80 g de pa sec sense crosta', ""5 grans d'all"", 'Farina', 'Farigola', 'Oli OVE', 'Sal']","[""Tallem a rodelles molt fines 5 grans d'all.\xa0 \xa0"", ""Fregim a la cassola 80 g de pa sec sense crosta i quan comenci a estar ros hi afegim l'all fins que s'enrosseixi.\xa0"", 'Hi afegim farigola i una mica de sal.\xa0', ""Ho cobrim amb aigua i trinxem el pa amb l'espàtula durant 5 minuts. \xa0"", 'Mentrestant, enfarinem 200 g de mandonguilles. Un cop enfarinades, les fregim poca estona. Afegim a la sopa les pilotetes fregides i ho coem 2 minuts i ja podem emplatar.\xa0']","['Carn', 'All', 'Farina', 'Farigola']"
Fideus d'arròs amb gambes,https://www.3cat.cat/tv3/cuines/recepta/fideus-darros-amb-gambes/41496/,27,https://img.3cat.cat/multimedia/jpg/9/5/1687766223359_326.jpg,Baixa,Menys d'una hora,,"[""400 g de fideus d'arròs250 g de cues de gamba pelada40 g de cacauets torrats3 cebes tendres1 llimaMelSalsa sojaCibuletBitxo piri-piri"", ""400 g de fideus d'arròs"", '250 g de cues de gamba pelada', '40 g de cacauets torrats', '3 cebes tendres', '1 llima', 'Mel', 'Salsa soja', 'Cibulet', 'Bitxo piri-piri']","[""Remullem durant 8 minuts 400 g de fideus en 1 litre d'aigua tèbia.\xa0\xa0"", 'Per fer la salsa, posarem en un bol 1 cullerada de mel, 2 cullerades de soja, una mica de bitxo piri-piri i 1 llima que espremem.\xa0 Ho integrem.\xa0', 'Tallem a rodelles la part verda de 3 cebes tendres i les saltem en una paella amb oli durant 2 minuts.\xa0', 'Afegim a la paella 250 g de gamba pelada i la saltem una mica. Apartem del foc i hi afegim la salsa reservada. Ho integrem.\xa0', 'Aboquem a la paella els fideus que escorrem amb les pinces i ho saltem fort 3 minuts.\xa0', 'Emplatem els fideus amb una mica de cibulet i cacauet torrat que tallem amb un ganivet.\xa0']","['Fideus', 'Gamba vermella', 'Ceba', 'Mel', 'Cacauets']"
Entrepà de crema de xocolata,https://www.3cat.cat/tv3/cuines/recepta/entrepa-de-crema-de-xocolata/41537/,27,https://img.3cat.cat/multimedia/jpg/0/3/1687956158330_326.jpg,Baixa,Menys de 10 minuts,,"['400 g ametlla garrapinyada120 g xocolata del 75%160 ml llet8 llesques de pa de motlle', '400 g ametlla garrapinyada', '120 g xocolata del 75%', '160 ml llet', '8 llesques de pa de motlle']","['Triturem les ametlles fins que tinguem una pasta.', 'Hi afegim la llet i la xocolata esmicolada, i ho tornem a triturar.\xa0', 'Torrem les llesques de pa de motlle.', 'Farcim els interiors de les llesques amb la nostra crema de xocolata\xa0i en fem entrepans.\xa0']","['Llet', 'Xocolata', 'Ametlles']"
Patates vídues,https://www.3cat.cat/tv3/cuines/recepta/patates-vidues/41316/,29,https://img.3cat.cat/multimedia/jpg/7/8/1685534634087_326.jpg,,Menys de 30 minuts,Vegetariana,"['800 g de patata monalisa', '3 cullerades de tomàquet ratllat', '4 ous', ""20 g d'ametlla torrada"", '1 llesca de pa de pagès', ""1 gra d'all"", 'Safrà', 'Julivert fresc', 'Oli OVE', 'Pebre negre', 'Sal']","['Foradem 4 ous amb una agulla de cap i els posem en una olla amb aigua fins a cobrir-los.\xa0', ""Encenem el foc i quan l'aigua comenci a bullir\xa0comptem 10 min. Passat aquest temps\xa0els deixem en aigua freda.\xa0"", ""Escalfem un raig d'oli dins una paella i hi posem un parell de grans d'all aixafats.\xa0"", 'Hi afegim també una llesca de pa tallada a mida mossegada.\xa0', ""Quan el pa i l'all estiguin torrats\xa0hi posem unes fulles de julivert tallades. \xa0"", ""Ho integrem tot. Posem en un morter 20 g d'ametlla torrada amb pell i sense sal, el contingut de la paella, uns brins de safrà, pebre negre i un polsim de sal.\xa0"", 'Ho piquem.\xa0 \xa0', 'Esqueixem 800 g de patata monalisa neta. Ha de quedar a mida mossegada. \xa0', ""En una paella hi posem un raig d'oli OVE i les patates escapçades.\xa0"", 'Remenem una mica i hi afegim 4 cullerades de tomàquet ratllat.\xa0', 'Ho salpebrem.\xa0', ""Deixem que cogui un minut i després hi posem mig litre d'aigua. Deixem que cogui uns 13 minuts. La majoria del líquid ha d'haver-se evaporat.\xa0"", 'Mentrestant\xa0pelem els ous.', 'Passat el temps de cocció de les patates\xa0tirem la picada a la paella.\xa0\xa0', ""Integrem perquè s'espesseixi.\xa0"", 'Apaguem el foc i servim amb els ous tallats a quarts.\xa0\xa0', 'Hi afegim una fulleta de julivert.\xa0']","['Ous', 'Tomàquets', 'All', 'Patates', 'Julivert', 'Safrà', 'Ametlles']"
Taronja gelada,https://www.3cat.cat/tv3/cuines/recepta/taronja-gelada/41296/,29,https://img.3cat.cat/multimedia/jpg/3/1/1684739999613_326.jpg,Baixa,Més d'una hora,Vegetariana,"['4 taronges150 g sucre100 g ametlla gra250 ml nata 35% MG80 ml aigua', '4 taronges', '150 g sucre', '100 g ametlla gra', '250 ml nata 35% MG', '80 ml aigua']","[""Farem un almívar posant a dins d'un pot 50 ml d'aigua i 50 g de sucre blanc. Ho escalfarem fins que el sucre es dissolgui. Apaguem el foc i ho reservem. Quan sigui més fred, ho posarem a la nevera.\xa0"", ""Agafem 4 taronges, en tallem la part superior i en traiem la polpa fins a buidar-les del tot. Si n'hi ha, traiem els pinyols.\xa0"", ""Posem la polpa de les taronges en un got batedor i les triturem. Ho colem fins a obtenir 180 ml de suc de taronja. Hi afegirem l'almívar que tenim fred a la nevera.\xa0"", 'En un bol fred, hi muntem 250 ml de nata 35% MG.\xa0', ""Acabarem de fer la mousse afegint a poc a poc a dins la nata muntada la barreja de suc de taronja i almívar. Ens ajudem d'unes\xa0varetes.\xa0"", 'Omplim les taronges amb la barreja que hem fet i les portarem al congelador durant 90 minuts.\xa0', ""Agafem una paella i hi posem 100 g de sucre i 30 ml d'aigua. Ho portem a ebullició i ho coem fins arribar a 121º (necessitem un termòmetre).\xa0"", ""A la mateixa paella, hi afegim 100 g d'ametlla en gra. Sense deixar de remenar veurem que el sucre cristal·litza. Després es caramel·litza. En una safata de forn amb una làmina de silicona o paper sulfurat, hi escampem l'ametlla garrapinyada i ho deixem refredar 10 minuts.\xa0"", ""Abans de servir, haurem tret les taronges del congelador i les haurem passat a la nevera 30 minuts perquè no siguin tan dures. Les servirem en un plat o copa i hi posarem l'ametlla garrapinyada per sobre. La tapem amb el barretet de la taronja i ja les podem servir.\xa0""]","['Taronja', 'Nata', 'Sucre', 'Ametlles']"
Panini amb rovellons,https://www.3cat.cat/tv3/cuines/recepta/panini-amb-rovellons/41196/,29,https://img.3cat.cat/multimedia/jpg/3/1/1683795018713_326.jpg,Baixa,Menys de 30 minuts,,"['180 g de rovellons en conserva', '2 formatges mozzarella', '100 g de salsitxa ibèrica', '1 pa de coca', 'Ruca']","['Tallem a rodelles 2 formatges mozzarella de 125 g. Els deixem en un colador amb un bol a sota perquè perdin part del xerigot.\xa0', 'Obrim un pot de 180 g de rovellons en conserva i els escorrem en un altre colador.\xa0', 'Tallem 100 g de salsitxes a talls de 2 cm.\xa0', 'Tallem pel mig 1 pa de coca i cada meitat la tallem en una altra meitat.\xa0', 'Posem el pa en una reixa de forn i omplim cada part amb les rodelles de mozzarella, uns bocins de rovellons i uns bocins de salsitxa.\xa0', 'Ho enfornem a la part del mig del forn 10 min\xa0a 220 ºC i 4 min\xa0al grill.\xa0', 'Un cop cuits, afegim unes fulles de ruca per damunt de cada panini.\xa0']","['Bolets', 'Porc', 'Formatge']"
Pollastre amb maionesa de curri,https://www.3cat.cat/tv3/cuines/recepta/pollastre-amb-maionesa-de-curri/41257/,29,https://img.3cat.cat/multimedia/jpg/7/3/1684322233137_326.jpg,Baixa,Menys de 30 minuts,,"['2 pits de pollastre3 ous1 cabdell1 llimaFarina de blatPa ratllatCurriOrenga secaAll en polsOli OVEPebreSal', '2 pits de pollastre', '3 ous', '1 cabdell', '1 llima', 'Farina de blat', 'Pa ratllat', 'Curri', 'Orenga seca', 'All en pols', 'Oli OVE', 'Pebre', 'Sal']","[""Comencem amanint 250 g de pa ratllat amb dues cullerades d'all en pols i una cullerada i mitja d'orenga seca. Ho barregem bé."", ""Salpebrem el pollastre, tallat a tires, i l'arrebossem fent el següent procés: el passem per farina de blat, seguidament per dos ous que haurem batut amb un polsim de sal, llavors ho passarem pel pa ratllat que hem amanit d'inici, el tornarem a passar per ou batut i finalment un altre cop per pa ratllat."", 'Fregim les tires de pollastre arrebossat, en oli calent. Un cop fregides, les anirem reservant en paper absorbent. Aquest paper, quan quedi oliós, descarteu-lo per evitar que us acabi estovant el pollastre.', ""Fem una maionesa amb un ou, suc de llima, una cullerada de curri en pols, un pessic de sal i oli d'oliva verge extra."", 'Ho presentem, posant tires de pollastre a dins de fulles de cabdell (com si la fulla fos el plat), i uns puntets de maionesa de curri per sobre.']","['Ous', 'Enciams', 'Llima', 'Pollastre', 'Curri', 'Orenga', ""Oli d'oliva verge extra""]"
Xocolatines de fruites seques,https://www.3cat.cat/tv3/cuines/recepta/xocolatines-de-fruites-seques/41137/,29,https://img.3cat.cat/multimedia/jpg/4/8/1683718386184_326.jpg,Baixa,Menys d'una hora,Vegetariana,"['80 g\xa0 xocolata negra per fondre80 g\xa0 xocolata blanca per fondre80 g\xa0 xocolata amb llet per fondre30 g de festucs torrats salats20 g de mango deshidratat', '80 g\xa0 xocolata negra per fondre', '80 g\xa0 xocolata blanca per fondre', '80 g\xa0 xocolata amb llet per fondre', '30 g de festucs torrats salats', '20 g de mango deshidratat', 'Flor de sal']","[""Posem al centre d'una safata amb paper sulfurat 80 g de xocolata negra per fondre que maltallem, 80 g de xocolata blanca per fondre que maltallem i 80 g de xocolata amb llet per fondre que maltallem. Ho enfornem 4 minuts a 150º.\xa0"", 'Esclovellem 30 g de festucs torrats salats. Els piquem amb el ganivet.\xa0', 'Tallem a tiretes 20 g de mango deshidratat. \xa0', 'Desenfornem les xocolates i movem amb un bastonet o forquilla per crear dibuixos amb la mescla de colors de les xocolates foses.\xa0', 'Empolsinem les xocolates amb la barreja de festucs i mango i hi afegim flor de sal. Deixem que es temperi i ho posem al congelador 5 minuts perquè agafi consistència.\xa0', 'Tallem les xocolates endurides a trossets i les emplatem per a compartir en una safata. \xa0']","['Fruita', 'Xocolata', 'Xocolata blanca', 'Festucs']"
Amanida de tomàquets amb chutney de nespres,https://www.3cat.cat/tv3/cuines/recepta/amanida-de-tomaquets-amb-chutney-de-nespres/41358/,29,https://img.3cat.cat/multimedia/jpg/8/9/1685692443698_326.jpg,Baixa,Menys d'una hora,Vegetariana,"[""100 g formatge Stilton100 g sucre150 ml aigua50 ml vinagre de poma20 ml vinagre balsàmic de Mòdena10 cirerols7 nespres2 cebes de Figueres2 claus d'olor1 gra d'all1 tomàquet rosa1 tomàquet blau1 tomàquet cor de bouGingebre en polsSalPebreOli OVE"", '100 g formatge Stilton', '100 g sucre', '150 ml aigua', '50 ml vinagre de poma', '20 ml vinagre balsàmic de Mòdena', '10 cirerols', '7 nespres', '2 cebes de Figueres', ""2 claus d'olor"", ""1 gra d'all"", '1 tomàquet rosa', '1 tomàquet blau', '1 tomàquet cor de bou', 'Gingebre en pols', 'Sal', 'Pebre', 'Oli OVE']","[""Comencem fent un chutney de nespres. Posem 2 cebes de Figueres tallades a la brunesa i un gra d'all a la microbrunesa en una cassola amb oli. Ho coem a foc baix uns 30 minuts fins que la ceba estigui tova, però no rossa.\xa0"", ""Pelem 7 nespres i en traiem el pinyol. Les tallem a mida de macedònia i les afegim a la cassola juntament amb 2 claus d'olor i una culleradeta de gingebre en pols. Ho coem 15 minuts a foc baix.\xa0"", ""Afegim a la cassola 150 ml d'aigua, 100 g de sucre blanc, 50 ml de vinagre de sidra, 20 ml de vinagre balsàmic de Mòdena i pebre molt. Ho coem a foc baix 10 minuts fins que es redueixi i ens quedi una textura homogènia.\xa0"", 'Escaldem 1 minut en una olla amb aigua bullent un tomàquet rosa, un tomàquet blau i un tomàquet cor de bou, als quals haurem fet una creu a la base. Quan ja hagi passat el minut, els posem dins un bol amb gel per tallar la cocció.\xa0', 'Els eixuguem i els pelem. Després, els tallem a mida de mossegada i els anem posant en un bol gros.\xa0', 'Agafem 10 cirerols, els tallem per la meitat i també els posem al bol. Ho salem.\xa0', 'Tallem a daus petits 100 g de formatge blau Stilton. \xa0', 'Ho emplatem posant una capa de chutney, els tomàquets i, finalment, els dauets de formatge.\xa0']","['Tomàquets', 'Nespra', 'Formatge', 'Sucre']"
Brandada de bacallà,https://www.3cat.cat/tv3/cuines/recepta/brandada-de-bacalla/41356/,29,https://img.3cat.cat/multimedia/jpg/2/6/1685689903762_326.jpg,Baixa,Menys d'una hora,,"[""225 g de bacallà esfilagarsat dessalat150 g de patata monalisa100 ml de llet200 ml d'oli OVE1 gra d'allMel de florsTorradesSal"", '225 g de bacallà esfilagarsat dessalat', '150 g de patata monalisa', '100 ml de llet', ""200 ml d'oli OVE"", ""1 gra d'all"", 'Mel de flors', 'Torrades', 'Sal']","['Escapcem 150 g de patates monalisa. Les posem en un pot al foc amb aigua que les cobreixi i les bullim a foc mitjà-alt 12 minuts.\xa0', ""En un altre pot hi aboquem 225 g de bacallà esfilagarsat dessalat, 1 gra d'all pelat i sense el germinat i 100 ml de llet fresca. Ho bullim 4 minuts.\xa0"", ""Traiem amb una aranya les patates bullides i les posem en un recipient per triturar-les. Allà mateix hi aboquem el bacallà bullit amb l'all i la llet. Posarem aquest recipient a dins d'una plata amb aigua i gel perquè en baixi la temperatura durant uns 5 minuts.\xa0"", ""Quan ja estigui temperat, triturem la barreja afegint-hi una mica de sal i hi anirem afegint 200 ml d'oli.\xa0"", 'Ho servim en un plat i per sobre hi afegim un raig de mel de flors i unes torradetes per untar.\xa0']","['All', 'Bacallà', 'Llet', 'Mel', 'Oli']"
Crema de xocolata blanca,https://www.3cat.cat/tv3/cuines/recepta/crema-de-xocolata-blanca/41197/,29,https://img.3cat.cat/multimedia/jpg/1/6/1683795337361_326.jpg,Baixa,Menys de 30 minuts,,"['50 g de midó de blat de moro', '50 g de midó de blat de moro', '700 ml de beguda de nous', '200 g de xocolata blanca', '25 g de sucre morè', '25 g caramels de mel']","['Portem a la nevera els 4 pots on servirem la crema.\xa0\xa0', ""Posem en un pot al foc 700 ml de beguda de nous i l'escalfem. \xa0"", 'Posem en un got un raig de beguda de nous i 50 g de midó de blat de moro\xa0', 'Ho dissolem.\xa0\xa0', 'Quan la beguda de nous sigui calenta, hi tirem 200 g de xocolata blanca i deixem que es desfaci.\xa0', ""Quan la xocolata s'hagi desfet hi afegim el midó de blat de moro dissolt. \xa0"", 'Ho remenem 5 minuts.\xa0', 'Apaguem el foc i deixem que es refredi durant uns minuts.\xa0\xa0', 'Després, agafem els pots que teníem refredant-se, els omplim\xa0i els tornem a portar a la nevera.\xa0', 'Posem al got triturador 25 g de caramels durs de mel i 25 g de sucre morè.\xa0', 'Els piquem fins a fer-ne pols.\xa0\xa0', None]","['Sucre', 'Nous', 'Xocolata blanca']"
Macarrons vegetals a la cassola,https://www.3cat.cat/tv3/cuines/recepta/macarrons-vegetals-a-la-cassola/41236/,29,https://img.3cat.cat/multimedia/jpg/2/8/1684311514682_326.jpg,Baixa,Menys d'una hora,Vegetariana,"[""400 g macarrons160 g ametlla fregida salada100 g formatge de vaca curat12 tomacons6 cebes de Figueres2 grans d'allNou moscadaVi ranciOrenga frescaOli OVEPebre negreSal"", '400 g macarrons', '160 g ametlla fregida salada', '100 g formatge de vaca curat', '12 tomacons', '6 cebes de Figueres', ""2 grans d'all"", 'Nou moscada', 'Vi ranci', 'Orenga fresca', 'Oli OVE', 'Pebre negre', 'Sal']","[""Tallem 6 cebes a la juliana. Les aboquem a una cassola amb un raig d'oli i les coem 40 minuts a foc mitjà amb la tapa posada. Ho anirem remenant de tant en tant.\xa0\xa0"", ""Tallem a la microbrunesa 2 grans d'all, que afegirem a la cassola.\xa0\xa0"", 'Afegim a la cassola un raig de vi ranci.\xa0\xa0', 'En un bol, ratllem 12 tomacons i també els afegim a la cassola. Ho salpebrem i ho coem a foc mitjà uns 8-10 minuts amb la cassola mig tapada.\xa0\xa0', ""Afegim a la cassola unes fulles d'orenga fresca, que piquem amb un ganivet, i també una mica de nou moscada, que ratllarem. Ho rectifiquem, si cal, de sal i pebre.\xa0\xa0"", ""Aboquem a un triturador 160 g d'ametlla fregida salada. Ho posem a la cassola i ho coem un minut més.\xa0\xa0"", ""Tenim al foc una olla amb 4 l d'aigua bullint. Hi posarem sal i 400 g de macarrons tipus rigatoni. Ho courem sense tapa 1 minut menys del que diu el fabricant.\xa0\xa0"", 'Amb una aranya, passarem els macarrons cuits a la cassola on tenim la salsa. Ho integrem i hi afegim aigua de cocció si és necessari.\xa0\xa0', ""Ratllem a la cassola 100 g de formatge de vaca curat (en reservem una mica per a l'emplatat).\xa0\xa0"", ""Emplatem els macarrons amb una mica més de formatge ratllat, fulles d'orenga i una mica més d'ametlles picades.\xa0\xa0""]","['Tomàquets', 'All', 'Macarrons', 'Formatge', 'Ceba', 'Ametlles']"
Pizza quatre formatges,https://www.3cat.cat/tv3/cuines/recepta/pizza-quatre-formatges/40976/,29,https://img.3cat.cat/multimedia/jpg/9/8/1683098088889_326.jpg,Baixa,Més d'una hora,,"[""400 g farina de blat200 ml aigua15 g llevat fresc3 tomàquets en oli2 cullerades de l'oli dels tomàquets4 g sal finaPa ratllat130 g formatge tetilla1 mozzarella70 g formatge rocafort50 g formatge manxego5 nous40 ml oli OVERucaPebre negre"", '400 g farina de blat', '200 ml aigua', '15 g llevat fresc', '3 tomàquets en oli', ""2 cullerades de l'oli dels tomàquets"", '4 g sal fina', 'Pa ratllat', '130 g formatge tetilla', '1 mozzarella', '70 g formatge rocafort', '50 g formatge manxego', '5 nous', '40 ml oli OVE', 'Ruca', 'Pebre negre']","[""Posem en un got batedor 3 tomàquets sencers en oli (o 6 meitats) i 2 cullerades de l'oli de conserva. Ho turbinem fins que tinguem una pasta.\xa0"", ""Posem en un bol gros la pasta de tomàquet, 400 g de farina de blat tamisada, 200 ml d'aigua, 15 g de llevat fresc i 4 g de sal. Ho integrem i pastem a mà fins que tinguem una massa uniforme, seran uns 10 o 15 minuts.\xa0"", ""Ho tapem i deixem que reposi a temperatura ambient 30' i després ho portem a la nevera perquè reposi 2 h.\xa0"", 'Tallem a rodelles 1 mozzarella fresca de búfala de 125 g. La reservem sobre un colador amb bol a sota perquè perdi líquid.\xa0\xa0', 'Tallem a trossos petits 130 g de formatge tetilla o un altre formatge tou de vaca.\xa0\xa0', 'Ratllem en un bol 50 g de manxego curat.\xa0\xa0', 'Tallem 70 g de formatge rocafort i reservem.\xa0\xa0', 'Posem un paper sulfurat sobre la fusta de treball i hi posem pa ratllat o sèmola de\xa0 blat. A sobre, la massa reposada, i sobre la massa, més pa ratllat.\xa0\xa0', 'Estirem la massa amb les mans.\xa0', 'Posem els 4 formatges barrejats sobre la massa.\xa0', ""Enfornem la pizza 12' a 250º sobre el terra del forn.\xa0\xa0"", ""Posem en un got batedor 5 nous pelades i 40 ml d'oli OVE, una mica de pebre negre i ruca neta.\xa0"", 'Ho turbinem.\xa0', ""Si ja han passat els 12' de forn, desenfornem la pizza i hi posem per sobre la salsa de ruca amb una cullera.\xa0""]","['Tomàquets', 'Farina', 'Formatge', 'Nous']"
Vichyssoise de poma,https://www.3cat.cat/tv3/cuines/recepta/vichyssoise-de-poma/41136/,29,https://img.3cat.cat/multimedia/jpg/3/6/1683718429363_326.jpg,Baixa,Menys d'una hora,Vegetariana,"['30 g de mantega800 ml de brou vegetal125 ml de crema de llet3 pomes Golden', '30 g de mantega', '800 ml de brou vegetal', '125 ml de crema de llet', '3 pomes Golden', '1 porroMitja ceba tendraSalPebreOli OVECibulet', 'Mitja ceba tendra', 'Sal', 'Pebre', 'Oli OVE', 'Cibulet']","[""Posem en una cassola 30 g de mantega i 25 ml d'oli d'oliva. Quan la mantega estigui desfeta hi posarem mitja ceba tendra tallada a juliana fina i 1 porro també tallat igual. Ho salem i ho courem a foc mitjà 8 minuts.\xa0"", 'Pelem 2 pomes golden i en traiem els cors. Després les tallem a trossets. Afegim les pomes a la cassola\xa0i les courem 3 minuts més.\xa0', 'També hi posarem 800 ml de brou vegetal. Ho courem 10 minuts. Un cop passat aquest temps, separarem la part sòlida de la part líquida, que posarem en una gerra. \xa0', 'Posem la part sòlida en un recipient que ens serveixi per triturar. Hi afegim 125 ml de crema de llet, sal i pebre. Ho turbinem fins a tenir textura fina i, si ens cal, hi afegirem una mica del líquid que hem reservat a la gerra.\xa0', 'Colem la barreja amb un sedàs fi.\xa0', ""Per emplatar, posarem la vichyssoise, tallarem a palla 1 poma golden sense el cor i hi afegirem una mica de cibulet i un raig d'oli.\xa0""]","['Porro', 'Pomes', 'Mantega', 'Llet', 'Ceba']"
Ous al niu amb sobrassada,https://www.3cat.cat/tv3/cuines/recepta/ous-al-niu-amb-sobrassada/41357/,29,https://img.3cat.cat/multimedia/jpg/6/9/1685690390896_326.jpg,Baixa,Menys d'una hora,,"['120 g de sobrassada100 ml de llet20 g de pinyons4 panets de Viena rodons4 ousOli suauSal', '120 g de sobrassada', '100 ml de llet', '20 g de pinyons', '4 panets de Viena rodons', '4 ous', 'Oli suau', 'Sal']","['Tallem un triangle a 4 panets de Viena rodons, prou gran perquè es puguin farcir. Els xoparem amb 100 ml de llet (25 ml cada un).\xa0', 'Separem el rovell i la clara de 4 ous. Posem els rovells a dins dels panets. \xa0', 'Posem les clares en un bol amb una mica de sal i les muntem a punt de neu. \xa0', 'Afegim 120 g de sobrassada als panets, uns 30 g a cada un.\xa0', 'Omplim els panets amb les clares a punt de neu i uns quants pinyons al damunt.\xa0', ""Posem un dit d'oli en una paella i quan estigui calent hi posem els panets. Els fregirem a foc baix i els anirem napant amb una cullera vigilant que no se'n cremi la base.\xa0"", 'Els anirem posant sobre un paper absorbent i ja els podrem servir.\xa0']","['Ous', 'Llet']"
Coca de Sant Joan amb massapà,https://www.3cat.cat/tv3/cuines/recepta/coca-de-sant-joan-amb-massapa/41416/,29,https://img.3cat.cat/multimedia/jpg/1/8/1687093241781_326.jpg,Baixa,Més d'una hora,,"[""250 g farina de força250 g cireres220 g sucre110 g farina d'ametlla60 g pinyons15 g llevat fresc120 ml llet4 ous1 beina de vainilla1 taronjaMantegaOli OVESal"", '250 g farina de força', '250 g cireres', '220 g sucre', ""110 g farina d'ametlla"", '60 g pinyons', '15 g llevat fresc', '120 ml llet', '4 ous', '1 beina de vainilla', '1 taronja', 'Mantega', 'Oli OVE', 'Sal']","[""Posem, en un bol, la farina, 60 g de sucre, el llevat fresc, un ou, la llet, un pessic de sal i la ratlladura d'una taronja. Ho pastem. Si ho fem amb una pastadora, ho posarem a velocitat baixa durant 20 minuts. Si ho fem a mà, ho integrem fins que veiem que ens queda una pasta homogènia, ho deixem 10 minuts a la nevera i ho pastem a mà fins que es desenganxa de les parets.\xa0\xa0"", ""Tant si ho fem a mà o a màquina, quan veiem que la massa se'ns desenganxa de les parets, hi afegim la mantega, freda, i tallada daus. Si ho fem a màquina, anem afegint la mantega a mesura que la pastadora l'integra, a velocitat mitja, de 3 a 5 minuts. Si ho fem a mà, posem la massa a la taula de treball que haurem untat d'oli: l'estirem, hi afegim la mantega, la tanquem, i l'anem estirant i doblegant fins que aconseguim que el greix s'integri.\xa0"", ""Untem la taula de treball amb oli, hi la massa, en fem una boleta, l'untem amb oli, i la deixem reposar en un bol, tapada amb un drap humit, 30 minuts.\xa0\xa0"", ""Posem la massa a una safata amb sulfurat, l'estirem amb les mans fins que tingui la forma de coca, la tapem amb un drap humit i la reposem 1 hora.\xa0\xa0"", 'Remullem els pinyons amb aigua, mentre fem el farcit.\xa0', 'Per fer el farcit, partim les cireres pel mig i les posem a una cassola, amb el pinyol. Hi afegim una nou de mantega, una beina de vainilla que buidem, 50 g de sucre, i ho coem amb el foc mitjà-baix, uns 15 minuts. Un cop cuita, li traurem els pinyols.\xa0', ""Per fer el massapà líquid, posem, en un bol, 110 g de sucre, 110 g de farina d'ametlla i dues clares. Ho integrem bé i ho passem a una mànega pastissera perquè ens sigui més fàcil d'escampar.\xa0\xa0"", 'Pintem la part superior de la coca amb un ou batut. A damunt, hi afegim unes tires de massapà, fent una mena de reixa. Hi repartim els pinyons hidratats, i ho enfornem 12 minuts a 170ºC.\xa0', 'Obrim la coca, un cop la tinguem temperada, i la farcim amb la compota de cirera.\xa0 \xa0']","['Ous', 'Cirera', 'Farina de blat', 'Llet', 'Llevat', 'Oli', 'Ametlles']"
Cremós de gerds,https://www.3cat.cat/tv3/cuines/recepta/cremos-de-gerds/41258/,29,https://img.3cat.cat/multimedia/jpg/4/6/1684322358764_326.jpg,Baixa,Menys de 10 minuts,,"['500 g formatge fresc batut500 g ametlles garapinyades350 g gerds4 galetes digestives', '500 g formatge fresc batut', '500 g ametlles garapinyades', '350 g gerds', '4 galetes digestives']","['Triturem 300 g de gerds.', 'Incorporem, als gerds triturats, 500 g de formatge fresc batut. Ho barregem bé, amb cura.', ""Piquem lleugerament 500 g d'ametlla garapinyada."", ""Emplatem, posant una galeta digestiva al fons d'un got. Hi afegim una mica d'ametlla garapinyada, el cremós de gerds, una mica més d'ametlla garapinyada, i algun gerd fresc per coronar-ho. Aquesta recepta també us funcionaria si teniu els gerds congelats.""]","['Fruita del bosc', 'Formatge', 'Ametlles']"
